SEQN,Cohort,RIAGENDR,RIDAGEYR,WTINT4YR,WTMEC4YR,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHINC,RIDRETH1,DMDEDUC2,AUQ130,AUQ210,AUQ230,OCQ150,OCQ340,OCQ350,OCQ390G,OCQ360,OCQ420,OCQ430,OCQ440,AUXU1K1R,AUXU500R,AUXU1K2R,AUXU2KR,AUXU3KR,AUXU4KR,AUXU6KR,AUXU8KR,AUXU1K1L,AUXU500L,AUXU1K2L,AUXU2KL,AUXU3KL,AUXU4KL,AUXU6KL,AUXU8KL,OCD150,OCD390G,INDHHIN2,AUQ054,AUQ310,AUQ370,AUQ330,AUQ340,AUQ380,AUQ331,AUQ381
numeric,character,factor,numeric,numeric,numeric,numeric,numeric,numeric,numeric,factor,factor,factor,factor,factor,factor,factor,factor,factor,factor,numeric,factor,factor,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,factor,factor,factor,factor,factor,factor,factor,factor,factor,factor,factor
